time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-09 00:00:00+00:00,30,9,2,2
2026-05-10 00:00:00+00:00,28,7,0,0
2026-05-11 00:00:00+00:00,13,5,0,0
2026-05-12 00:00:00+00:00,15,4,0,0
2026-05-13 00:00:00+00:00,29,8,0,0
2026-05-14 00:00:00+00:00,22,6,0,0
2026-05-15 00:00:00+00:00,19,9,0,0
2026-05-16 00:00:00+00:00,11,6,0,0
2026-05-17 00:00:00+00:00,27,9,0,0
2026-05-18 00:00:00+00:00,37,11,0,0
2026-05-19 00:00:00+00:00,15,6,0,0
2026-05-20 00:00:00+00:00,37,17,27,1
2026-05-21 00:00:00+00:00,14,7,0,0
2026-05-22 00:00:00+00:00,66,13,3,1
